date,country,operator,ac_type,all_aboard,PASAJEROS A BORDO,crew_aboard,cantidad de fallecidos,passenger_fatalities,crew_fatalities,ground
1965-01-22 00:00:00,Mt. Helmos. Greece,U.S. Air Force,Douglas C-124C,10.0,0.0,10.0,10.0,0.0,10.0,0.0
1965-02-06 08:36:00,Chile,LAN,Douglas DC-6B,87.0,80.0,7.0,87.0,80.0,7.0,0.0
1965-02-08 18:26:00,New York,Eastern Air Lines,Douglas DC-7B,84.0,79.0,5.0,84.0,79.0,5.0,0.0
1965-02-13 10:22:00,Azerbaijan,Aeroflot,Ilyushin IL-14P,23.0,19.0,4.0,23.0,19.0,4.0,0.0
1965-02-13 04:20:00,Florida,Aerolineas El Salvador,Curtiss C-46A,2.0,0.0,2.0,2.0,0.0,2.0,0.0
1965-03-02 07:45:00,Russia,Aeroflot,Li-2,31.0,27.0,4.0,31.0,27.0,4.0,0.0
1965-03-08 11:35:00,Russia,Aeroflot,Tupolev Tu-124V,30.0,21.0,9.0,30.0,21.0,9.0,0.0
1965-03-08 10:30:00,Philippines,Fairways (Filipinas Orient Airways),Douglas DC-3,12.0,9.0,3.0,10.0,7.0,3.0,0.0
1965-03-17 09:22:00,Canada,Eastern Provincial Airways,Handley Page HPR-7 Herald 211,8.0,5.0,3.0,8.0,5.0,3.0,0.0
1965-03-18 18:10:00,Canada,Miami Aviaition/Air Manila,Douglas DC--3,2.0,0.0,2.0,2.0,0.0,2.0,0.0
1965-03-20 13:13:00,Russia,Aeroflot,Antonov AN-24,47.0,42.0,5.0,43.0,42.0,1.0,0.0
1965-03-22 14:55:00,Colombia,AVIANCA,Douglas C-47,28.0,26.0,2.0,28.0,26.0,2.0,0.0
1965-03-23 00:00:00,Puerto Rico,Royal Canadian Air Force,Canadair CP-107 MK-2,16.0,14.0,2.0,16.0,14.0,2.0,0.0
1965-03-26 00:00:00,Pakistan,Pakistan International Airlines,Douglas C-47,26.0,22.0,4.0,22.0,18.0,4.0,0.0
1965-03-31 08:04:00,Morocco,Iberia Airlines,Convair CV-440-62,53.0,48.0,5.0,50.0,45.0,5.0,0.0
1965-04-10 23:20:00,Syria,Alia Royal Jordanian Airlines,Handley Page Dart Herald 207,54.0,50.0,4.0,54.0,50.0,4.0,0.0
1965-04-14 18:06:00,UK,British United Airways,Douglas C-47B,27.0,23.0,4.0,26.0,23.0,3.0,0.0
1965-04-23 14:23:00,Washington,Aaxico Airlines,Douglas DC-6A,5.0,0.0,5.0,5.0,0.0,5.0,0.0
1965-05-05 21:17:00,"SpainCanary Islands",Iberia Airlines,Lockheed 1049G-55 Super Constellation,49.0,40.0,9.0,30.0,24.0,6.0,0.0
1965-05-20 23:48:00,Egypt,Pakistan International Airlines,Boeing B-720-040B,127.0,114.0,13.0,121.0,108.0,13.0,0.0
1965-05-27 00:00:00,Canada,Mattagami Skyways,Noorduyn Norseman,5.0,4.0,1.0,3.0,2.0,1.0,0.0
1965-06-15 09:50:00,Georgia,U.S. Army,Bell UH-1D / Bell UH1D (helicopters),18.0,15.0,3.0,18.0,15.0,3.0,0.0
1965-06-25 01:46:00,California,U.S. Air Force,Boeing C-135A,85.0,73.0,12.0,85.0,73.0,12.0,0.0
1965-06-28 13:10:00,California,Pan American World Airways,Boeing B-707-321B,153.0,143.0,10.0,0.0,0.0,0.0,0.0
1965-07-01 05:29:00,Missouri,Continental Airlines,Boeing B-707-124,66.0,60.0,6.0,0.0,0.0,0.0,0.0
1965-07-06 16:00:00,England,Military -Royal Air Force,Handley Page Hastings C Mark 1,41.0,35.0,6.0,41.0,35.0,6.0,0.0
1965-07-07 01:30:00,Egypt,Soviet Air Force,Antonov AN-12,31.0,22.0,9.0,30.0,21.0,9.0,0.0
1965-07-08 15:40:00,Canada,Canadian Pacific Air Lines,Douglas DC-6B,52.0,46.0,6.0,52.0,46.0,6.0,0.0
1965-07-11 22:22:00,Massachusetts,U.S. Air Force,EC-121H (Super Constellation),19.0,15.0,4.0,16.0,13.0,3.0,0.0
1965-07-15 17:05:00,Virgin Islands,Virgin Islands Airways,de Havilland 106A,12.0,11.0,1.0,8.0,7.0,1.0,0.0
1965-07-25 07:40:00,Philippines,Philippine Air Force,Douglas C-47,37.0,30.0,7.0,37.0,30.0,7.0,0.0
1965-08-04 23:34:00,Panama,Rutas Internacionales Peruanes,Douglas C-54D,7.0,4.0,3.0,7.0,4.0,3.0,0.0
1965-08-12 11:00:00,Brazil,Paraense Transportes Aéreos,Curtiss C-46A,13.0,10.0,3.0,13.0,10.0,3.0,0.0
1965-08-16 20:21:00,Illinois,United Air Lines,Boeing B-727-22,30.0,24.0,6.0,30.0,24.0,6.0,0.0
1965-08-20 13:08:00,Belgium,LOT Polish Airlines,Vickers 804 Viscount,4.0,0.0,4.0,4.0,0.0,4.0,0.0
1965-08-24 10:10:00,Hong Kong,U.S. Marine Corps,Lockheed KC-130F,72.0,66.0,6.0,59.0,57.0,2.0,0.0
1965-09-04 09:40:00,Alaska,Cordova Airlines,Aero Commander 680,5.0,4.0,1.0,4.0,3.0,1.0,0.0
1965-09-11 16:25:00,Phillipines,Filipinas Orient Airways,Douglas DC-3A,11.0,8.0,3.0,11.0,8.0,3.0,0.0
1965-09-14 00:00:00,Ethiopia,Ethiopian Airlines,Douglas DC-3,17.0,14.0,3.0,17.0,14.0,3.0,0.0
1965-09-16 00:00:00,South Vietnam,Air Vietnam (South Vietnam),Douglas DC-3,39.0,36.0,3.0,38.0,35.0,3.0,0.0
1965-09-16 11:02:00,Ecuador,TAO,Transportes Aéreos Orientales,11.0,8.0,3.0,9.0,6.0,3.0,0.0
1965-09-17 11:25:00,Montserrat,Pan American World Airways,Boeing B-707-121B,30.0,21.0,9.0,30.0,21.0,9.0,0.0
1965-09-27 15:10:00,Vietnam,Air America,Beechcraft C-45H,3.0,1.0,2.0,3.0,1.0,2.0,0.0
1965-10-08 06:30:00,Pakistan,Pakistan International Airlines,Fokker F-27 Friendship 200,4.0,0.0,4.0,4.0,0.0,4.0,0.0
1965-10-17 00:00:00,Colombia,AVIANCA,Douglas DC-3 / Piper PA-18A,19.0,15.0,4.0,19.0,15.0,4.0,0.0
1965-10-18 16:30:00,Vietnam,International Control Commision,Boeing 307 Stratoliner B-1,13.0,9.0,4.0,13.0,9.0,4.0,0.0
1965-10-20 10:33:00,Philippines,Philippine Air Lines,Douglas DC-3,37.0,34.0,3.0,1.0,1.0,0.0,0.0
1965-10-27 01:23:00,England,British European Airways,Vickers Vanguard 951,36.0,30.0,6.0,36.0,30.0,6.0,0.0
1965-11-02 00:00:00,French Somaliland,French Air Force,Douglas C-47A,30.0,25.0,5.0,30.0,25.0,5.0,0.0
1965-11-03 07:30:00,Costa Rica,Argentine Air Force,Douglas C-54,68.0,59.0,9.0,68.0,59.0,9.0,0.0
1965-11-08 19:02:00,Kentucky,American Airlines,Boeing B-727-23,62.0,56.0,6.0,58.0,53.0,5.0,0.0
1965-11-08 12:25:00,Colombia,Aerolineas TAO,Douglas C-47DL,30.0,25.0,5.0,30.0,25.0,5.0,0.0
1965-11-10 15:57:00,Russia,Aeroflot,Tupolev TU-124,64.0,57.0,7.0,32.0,30.0,2.0,0.0
1965-11-11 17:52:00,Utah,United Air Lines,Boeing B-727-22,91.0,85.0,6.0,43.0,43.0,0.0,0.0
1965-11-14 17:21:00,California,Paul Kelly Flying Service Inc.,Learjet 23,8.0,6.0,2.0,8.0,6.0,2.0,0.0
1965-11-27 07:15:00,Utah,Edde Airlines,Douglas C-53-DO (DC-3A),13.0,9.0,4.0,13.0,9.0,4.0,0.0
1965-12-04 16:18:00,New York,Trans World Airlines / Eastern Air Lines,Boeing B-707-131B / L1049C Constellation,112.0,100.0,12.0,4.0,3.0,1.0,0.0
1965-12-07 18:40:00,Canary Islands,Spantax,Douglas DC-3,32.0,28.0,4.0,32.0,28.0,4.0,0.0
1965-12-11 15:00:00,South Vietnam,U.S. Air Force,Fairchild C-123C,85.0,81.0,4.0,85.0,81.0,4.0,0.0
1965-12-16 17:22:00,Philippines,Air Manila,Douglas DC-3A,21.0,18.0,3.0,2.0,0.0,2.0,0.0
1966-01-01 00:00:00,Indonesia,Garuda  Indonesia Airlines / Garuda Indonesia Airlines,Douglas DC-3 / Douglas DC-3,34.0,26.0,8.0,34.0,26.0,8.0,0.0
1966-01-01 05:30:00,Russia,Aeroflot,Ilyushin IL-14P,23.0,18.0,5.0,23.0,18.0,5.0,0.0
1966-01-09 18:22:00,Colombia,Satena,DC3(C47),13.0,11.0,2.0,13.0,11.0,2.0,0.0
1966-01-14 15:07:00,Uzbekistan,Aeroflot,Antonov AN-2,11.0,9.0,2.0,11.0,9.0,2.0,0.0
1966-01-15 20:55:00,Colombia,AVIANCA,Douglas DC-6-54B,64.0,60.0,4.0,56.0,52.0,4.0,0.0
1966-01-17 10:30:00,Spain,US Air Force,Boeing B52 Stratofortress/Boeing KC 135A,11.0,0.0,11.0,7.0,0.0,7.0,0.0
1966-01-22 00:00:00,Haiti,COHATA,Douglas DC-3,35.0,28.0,7.0,30.0,23.0,7.0,0.0
1966-01-24 08:02:00,Switzerland,Air India,Boeing B-707-437,117.0,106.0,11.0,117.0,106.0,11.0,0.0
1966-01-25 10:15:00,South Vietnam,U.S. Air Force,Fairchild C-123B,46.0,42.0,4.0,46.0,42.0,4.0,0.0
1966-01-28 17:50:00,Germany,Lufthansa,Convair CV-440-0,46.0,42.0,4.0,46.0,42.0,4.0,0.0
1966-02-04 19:00:00,Japan,All Nippon Airways,Boeing B-727-81,133.0,126.0,7.0,133.0,126.0,7.0,0.0
1966-02-07 11:55:00,India,Indian Airlines,Fokker F-27 Friendship 200,37.0,33.0,4.0,37.0,33.0,4.0,0.0
1966-02-15 00:00:00,India,Indian Airlines,Sud Aviation SE-210 Caravelle VIN,80.0,73.0,7.0,2.0,2.0,0.0,0.0
1966-02-16 01:38:00,Russia,Aeroflot,Tupolev Tu-114,66.0,47.0,19.0,21.0,8.0,13.0,0.0
1966-02-16 16:35:00,Russia,Aeroflot,Ilyushin II-14,26.0,18.0,8.0,26.0,18.0,8.0,0.0
1966-02-18 02:04:00,Italy,Belgian International Air Services,Douglas DC-6B,4.0,1.0,3.0,4.0,1.0,3.0,0.0
1966-03-04 20:15:00,Japan,Canadian Pacific Air Lines,McDonnell Douglas DC-8-43,72.0,62.0,10.0,64.0,54.0,10.0,0.0
1966-03-05 14:15:00,Japan,British Overseas Airways,Boeing B-707-436,124.0,113.0,11.0,124.0,113.0,11.0,0.0
1966-03-10 00:00:00,Greece,Trans Mediterranean Airways,Douglas DC-6A,5.0,0.0,5.0,5.0,0.0,5.0,0.0
1966-03-10 17:14:00,Alaska,Pacific Western,Grumman G-21A,7.0,6.0,1.0,6.0,6.0,0.0,0.0
1966-03-18 18:40:00,Egypt,United Arab Airlines,Antonov AN-24B,30.0,25.0,5.0,30.0,25.0,5.0,0.0
1966-03-20 00:00:00,Paraguay,Servicios Americanos,Curtiss C-46F,2.0,0.0,2.0,2.0,0.0,2.0,0.0
1966-04-22 20:30:00,Oklahoma,American Flyers Airline,Lockheed 188C Electra,98.0,93.0,5.0,83.0,78.0,5.0,0.0
1966-04-23 08:03:00,Azerbaijan,Aeroflot,Ilyushin IL-14,33.0,28.0,5.0,33.0,28.0,5.0,0.0
1966-04-27 08:05:00,Peru,LANSA,Lockheed 749A Constellation,49.0,43.0,6.0,49.0,43.0,6.0,0.0
1966-05-04 08:00:00,South Vietnam,U.S. Army,Boeing CH47A (helicopter),20.0,17.0,3.0,20.0,17.0,3.0,0.0
1966-06-20 00:00:00,Canada,Norair,Curtis C-46E-1-CS Commando,2.0,0.0,2.0,2.0,0.0,2.0,0.0
1966-06-29 12:04:00,Philippines,Philippine Air Lines,Douglas DC-3,26.0,24.0,2.0,24.0,22.0,2.0,0.0
1966-07-04 15:59:00,New Zealand,Air New Zealand,Douglas DC-8-52,5.0,0.0,5.0,2.0,0.0,2.0,0.0
1966-07-11 00:00:00,Chile,Aeropesca Colombia,Curtiss C-46D,8.0,0.0,8.0,8.0,0.0,8.0,0.0
1966-07-11 20:50:00,Colorado,Alamo Airways,de Havilland 104-6A,3.0,2.0,1.0,3.0,2.0,1.0,0.0
1966-07-15 00:00:00,Pakistan,Pakistan Air Force,Lockheed C-130B Hercules,10.0,0.0,10.0,10.0,0.0,10.0,0.0
1966-07-24 18:27:00,Indiana,Mainline Aviation,Beechcraft H50,4.0,3.0,1.0,4.0,3.0,1.0,0.0
1966-08-03 00:00:00,Bolivia,Lloyd Aéreo Boliviano,Curtiss C-46D,3.0,0.0,3.0,3.0,0.0,3.0,0.0
1966-08-06 23:12:00,Nebraska,Braniff Airlines,BAC One-Eleven 203AE,42.0,38.0,4.0,42.0,38.0,4.0,0.0
1966-08-11 00:00:00,Romania,Tarom,Ilyushin IL-14,24.0,20.0,4.0,24.0,20.0,4.0,0.0
1966-08-17 18:30:00,Argentina,Aerovias Halcon,Curtiss C-46F-1-CU,16.0,12.0,4.0,1.0,0.0,1.0,0.0
1966-08-17 00:00:00,South Vietnam,U.S. Marine Corps,Chance Vought F-8E,1.0,0.0,1.0,0.0,0.0,0.0,33.0
1966-08-21 10:35:00,Alaska,Alaska Coastal Airlines,Grumman G-21 Goose,9.0,8.0,1.0,9.0,8.0,1.0,0.0
1966-09-01 00:47:00,Yugoslavia,Britannia Airways,Bristol Britannia 102,117.0,110.0,7.0,98.0,92.0,6.0,0.0
1966-09-04 00:00:00,Indian,Indian Airlines,Sud Aviation SE-210 Caravelle,4.0,0.0,4.0,4.0,0.0,4.0,0.0
1966-09-16 08:25:00,Spain,Iberia Airlines,Douglas DC-3,27.0,24.0,3.0,1.0,1.0,0.0,0.0
1966-09-22 03:15:00,Colombia,Avianca,Douglas DC-4,2.0,0.0,2.0,2.0,0.0,2.0,0.0
1966-09-22 13:03:00,Australia,Ansett ANA,Vickers Viscount 832,24.0,20.0,4.0,24.0,20.0,4.0,0.0
1966-10-01 19:10:00,Oregon,West Coast Airlines,McDonnell Douglas DC-9-14,18.0,13.0,5.0,18.0,13.0,5.0,0.0
1966-10-04 00:00:00,Vietnam,U.S. Army,de Havilland Canada CV-2B Caribou,32.0,28.0,4.0,14.0,10.0,4.0,0.0
1966-10-08 13:30:00,Louisiana,Petroleum Helicopter,Bell 204B helicopter,11.0,10.0,1.0,11.0,10.0,1.0,0.0
1966-11-11 01:43:00,Massachusetts,U.S. Air Force,Lockheed EC-121H,19.0,15.0,4.0,19.0,15.0,4.0,0.0
1966-11-13 20:30:00,Japan,All Nippon Airways,NAMC-YS-11-111,50.0,45.0,5.0,50.0,45.0,5.0,0.0
1966-11-15 02:42:00,Germany,Pan American Airways,Boeing 727-21,3.0,0.0,3.0,3.0,0.0,3.0,0.0
1966-11-20 06:06:00,North Carolina,Piedmont Airlines,Martin 404,3.0,0.0,3.0,3.0,0.0,3.0,0.0
1966-11-22 12:20:00,Yemen,Aden Airways,Douglas DC-3,30.0,27.0,3.0,30.0,27.0,3.0,0.0
1966-11-24 16:30:00,Czechoslovakia,Transportno Aviatsionno Bulgaro-Soviet Obshchestvo,Ilyushin IL-18B,82.0,74.0,8.0,82.0,74.0,8.0,0.0
1966-11-26 19:20:00,South Vietnam,U.S. Air Force,Douglas C-47D,31.0,25.0,6.0,31.0,25.0,6.0,0.0
1966-11-26 14:24:00,Colombia,Satena,Consolidated  PBY-5A Catalina,13.0,10.0,3.0,12.0,9.0,3.0,0.0
1966-12-02 00:00:00,Russia,Aeroflot,Tupolev TU-114B,21.0,13.0,8.0,21.0,13.0,8.0,0.0
1966-12-18 02:55:00,Colombia,Aerocondor de Colombia,Lockheed L-1649A Starliner,59.0,52.0,7.0,17.0,13.0,4.0,0.0
1966-12-24 09:56:00,Colombia,AVIANCA,Douglas C-47A-80-DL,29.0,26.0,3.0,29.0,26.0,3.0,0.0
1966-12-24 19:15:00,Vietnam,Flying Tiger Line,Canadair CL-44D4-1,4.0,0.0,4.0,4.0,0.0,4.0,125.0
1967-02-06 00:00:00,Syria,Syrian Arab Airlines,Douglas DC-3,19.0,16.0,3.0,1.0,1.0,0.0,0.0
1967-02-07 00:00:00,UAR,Misrair,Antonov AN-24,30.0,26.0,4.0,30.0,25.0,5.0,0.0
1967-02-09 05:15:00,Mexico,Cubana de Aviacion,Antonov AN-12,10.0,6.0,4.0,10.0,6.0,4.0,0.0
1967-02-16 13:21:00,Indonesia,Garuda Indonesia Airlines,Lockheed L-188C Electra,63.0,55.0,8.0,22.0,22.0,0.0,0.0
1967-02-20 08:45:00,Honduras,Sahsa Airlines,Douglas DC-6,55.0,50.0,5.0,4.0,4.0,0.0,0.0
1967-02-28 19:18:00,Philippines,Philippine Air Lines,Fokker F-27 Friendship 100,20.0,16.0,4.0,12.0,8.0,4.0,0.0
1967-03-05 20:07:00,Ohio,Lake Central Airlines,Convair CV-580,38.0,35.0,3.0,38.0,35.0,3.0,0.0
1967-03-05 02:56:00,Liberia,Varig,McDonnell Douglas DC-8-33,90.0,71.0,19.0,51.0,50.0,1.0,5.0
1967-03-08 00:00:00,Pakistan,Compagnie Air Transport,AT L98 Carvair,6.0,0.0,6.0,4.0,0.0,4.0,7.0
1967-03-09 11:54:00,Ohio,Trans World Airlines / Private,MD Douglas DC-9-15 / Beechcraft Baron-55,26.0,21.0,5.0,26.0,21.0,5.0,0.0
1967-03-10 16:20:00,South Vietnam,U.S. Navy,Douglas C-47J,25.0,21.0,4.0,25.0,21.0,4.0,0.0
1967-03-10 05:03:00,Oregon,West Coast Airlines,Fairchild F-27,4.0,1.0,3.0,4.0,1.0,3.0,0.0
1967-03-11 16:00:00,Italy,Aeralpi,de Havilland Canada DHC-6 Twin Otter 100,5.0,3.0,2.0,4.0,2.0,2.0,0.0
1967-03-12 14:28:00,Russia,Aeroflot,Ilyushin IL-14P,19.0,15.0,4.0,15.0,11.0,4.0,0.0
1967-03-13 17:10:00,South Africa,South African Airways,Vickers Viscount 818,25.0,20.0,5.0,25.0,20.0,5.0,0.0
1967-03-30 00:50:00,Louisiana,Delta Air Lines,McDonnell Douglas DC-8-51,6.0,0.0,6.0,6.0,0.0,6.0,13.0
1967-04-02 00:00:00,Peru,Caribbean Airlines,Lockheed 18 Lodestar,5.0,2.0,3.0,5.0,2.0,3.0,0.0
1967-04-11 20:14:00,Algeria,Air Algerie,Douglas DC-4,39.0,33.0,6.0,35.0,29.0,6.0,0.0
1967-04-17 17:40:00,Iran,Imperial Iranian Air Force,Lockheed C-130B,23.0,14.0,9.0,23.0,14.0,9.0,0.0
1967-04-20 01:13:00,Cyprus,Globe Air,Bristol Britannia 175,130.0,120.0,10.0,126.0,117.0,9.0,0.0
1967-04-26 00:00:00,Colombia,AVIANCA,Douglas DC-3,18.0,16.0,2.0,17.0,15.0,2.0,0.0
1967-04-27 17:10:00,Philippines,Pelita Air Service,Fokker F-27 Friendship 400,21.0,18.0,3.0,19.0,16.0,3.0,0.0
1967-05-01 16:20:00,New York,Greylock Airways / Private,de Havilland DH-104 / Piper PA-28,14.0,11.0,3.0,3.0,1.0,2.0,0.0
1967-05-15 00:00:00,Northwest Territories Canada,Nordair,Curtiss C-46T,4.0,2.0,2.0,4.0,2.0,2.0,0.0
1967-05-19 18:37:00,Canada,Air Canada,Douglas DC-8-54F,3.0,0.0,3.0,3.0,0.0,3.0,0.0
1967-06-03 23:06:00,France,Air Ferry Ltd,Douglas C54A,88.0,83.0,5.0,88.0,83.0,5.0,0.0
1967-06-04 10:09:00,England,British Midland Airways,Canadair C-4 Argonaut,84.0,79.0,5.0,72.0,69.0,3.0,0.0
1967-06-11 00:00:00,Saudi Arabia,Saudi Arabian Airlines,Douglas DC-3,18.0,15.0,3.0,17.0,14.0,3.0,0.0
1967-06-12 00:00:00,Mexico,Aeronaves de Mexico,Douglas DC-3A-197D,4.0,0.0,4.0,3.0,0.0,3.0,2.0
1967-06-12 17:58:00,Ireland,Aer Turas,Bristol 170 Freighter 31E,2.0,0.0,2.0,2.0,0.0,2.0,0.0
1967-06-15 05:00:00,Brazil,Brazilian Air Force,Douglas C-47,25.0,20.0,5.0,20.0,16.0,4.0,0.0
1967-06-17 19:30:00,South Vietnam,U.S. Air Force,Lockheed C-130B,56.0,49.0,7.0,35.0,35.0,0.0,0.0
1967-06-23 13:47:00,Pennsylvania,Mohawk Airlines,BAC One Eleven 204AF,34.0,30.0,4.0,34.0,30.0,4.0,0.0
1967-06-23 09:00:00,North Carolina,U.S. Marine Corps,Bell UH-1B / Sikorsky CH53A helicopters,35.0,30.0,5.0,22.0,18.0,4.0,0.0
1967-06-24 00:00:00,Saudi Arabia,Saudi Arabian Airlines,Douglas DC-3,17.0,14.0,3.0,16.0,13.0,3.0,0.0
1967-06-30 16:10:00,Hong Kong,Thai International,Sud Aviation SE-210 Caravelle III,80.0,73.0,7.0,24.0,24.0,0.0,0.0
1967-07-06 18:43:00,Philippines,Philippine Air Lines,Fokker F-27 Friendship 100,21.0,17.0,4.0,21.0,17.0,4.0,0.0
1967-07-19 11:01:00,North Carolina,Piedmont Airlines / Private,Boeing B-727-22 / Cessna 310,82.0,77.0,5.0,82.0,77.0,5.0,0.0
1967-07-19 12:01:00,Malagasy Republic,Air Madagascar,Douglas DC-4-1009,42.0,39.0,3.0,42.0,39.0,3.0,0.0
1967-07-25 10:30:00,Laos,Vehu Akat,Douglas DC-3,16.0,13.0,3.0,16.0,13.0,3.0,0.0
1967-07-25 00:00:00,Laos,Taiwan Aviation,Douglas DC-3,18.0,15.0,3.0,18.0,15.0,3.0,0.0
1967-09-05 02:40:00,Canada,Ceskoslovenske Aerolinie,Ilyushin IL-18,69.0,61.0,8.0,37.0,33.0,4.0,0.0
1967-10-08 09:40:00,South Vietnam,U.S. Air Force,Lockheed C130B,23.0,18.0,5.0,23.0,18.0,5.0,0.0
1967-10-12 07:25:00,Greece,British European Airways,de Havilland Comet 4B,66.0,59.0,7.0,66.0,59.0,7.0,0.0
1967-10-24 00:00:00,South Vietnam,China Airlines (Taiwan),Douglas DC-3,16.0,13.0,3.0,16.0,13.0,3.0,0.0
1967-11-03 11:30:00,Brazil,Sadia,Handley Page HPR-7 Herald 214,25.0,20.0,5.0,21.0,16.0,5.0,0.0
1967-11-04 22:02:00,England,Iberia Airlines,Sud Aviation Caravelle 10R,37.0,30.0,7.0,37.0,30.0,7.0,0.0
1967-11-05 10:35:00,China,Cathay Pacific Airways,Convair CV-880-22M-3,127.0,116.0,11.0,1.0,1.0,0.0,0.0
1967-11-06 18:41:00,Ohio,Trans World Airlines,Boeing B-707-131,36.0,29.0,7.0,1.0,1.0,0.0,0.0
1967-11-16 21:03:00,Russia,Aeroflot,Ilyushin IL-18B,107.0,99.0,8.0,107.0,99.0,8.0,0.0
1967-11-20 20:57:00,Kentucky,Trans World Airlines,Convair CV-880-22-1,82.0,75.0,7.0,70.0,65.0,5.0,0.0
1967-11-30 14:30:00,South Vietnam,U.S. Air Force,de Havilland Canada C-7A Caribou,26.0,22.0,4.0,26.0,22.0,4.0,0.0
1967-12-07 00:00:00,Laos,Lao Cathay Airlines,Douglas DC-3,12.0,2.0,10.0,10.0,2.0,8.0,0.0
1967-12-08 00:00:00,Peru,Faucett,Douglas DC-C-54A,72.0,66.0,6.0,72.0,66.0,6.0,0.0
1967-12-10 15:25:00,Wisconsin,Private,Beechcraft 18H,8.0,7.0,1.0,7.0,6.0,1.0,0.0
1967-12-21 16:00:00,Colorado,Frontier Airlines,Douglas C-47A,2.0,0.0,2.0,2.0,0.0,2.0,0.0
1967-12-25 13:49:00,Thailand,Thai Airways,Douglas DC-3,31.0,28.0,3.0,4.0,2.0,2.0,0.0
1967-12-30 08:28:00,Latvia,Aeroflot,Antonov AN-24B,51.0,46.0,5.0,44.0,41.0,3.0,0.0
1968-01-06 18:27:00,Russia,Aeroflot,Antonov An-24B,45.0,39.0,6.0,45.0,39.0,6.0,0.0
1968-01-08 17:00:00,South Vietnam,U.S. Marine Corps,Sikorsky CH-53A (helicopter),42.0,37.0,5.0,42.0,37.0,5.0,0.0
1968-01-10 14:00:00,Nevada,U.S. Marine Corps,Douglas C-54P,19.0,12.0,7.0,19.0,12.0,7.0,0.0
1968-01-15 07:54:00,Egypt,United Arab Airlines,Douglas DC-3,4.0,0.0,4.0,4.0,0.0,4.0,0.0
1968-01-27 00:00:00,Comoro Islands,Air Comores,de Havilland DH-114 Heron 1B,16.0,15.0,1.0,15.0,14.0,1.0,0.0
1968-02-07 05:58:00,Canada,Canadian Pacific Air Lines,Boeing B-707-138B,61.0,52.0,9.0,1.0,0.0,1.0,1.0
1968-02-07 15:00:00,Northern India,Indian Air Force,Antonov AN-12BP,102.0,98.0,4.0,102.0,98.0,4.0,0.0
1968-02-16 21:20:00,Taiwan,Civil Air Transport,Boeing B-727-92C,63.0,52.0,11.0,21.0,18.0,3.0,1.0
1968-02-24 00:00:00,Laos,Royal Air Lao,Douglas DC-3,37.0,34.0,3.0,37.0,34.0,3.0,0.0
1968-02-29 22:43:00,Russia,Aeroflot,Ilyushin IL-18D,84.0,75.0,9.0,83.0,74.0,9.0,0.0
1968-03-05 08:00:00,South Vietnam,U.S. Air Force,Fairchild C-123K,49.0,45.0,4.0,49.0,45.0,4.0,0.0
1968-03-06 20:32:00,West Indies,Air France,Boeing B-707-328C,63.0,52.0,11.0,63.0,52.0,11.0,0.0
1968-03-08 19:18:00,Philippines,Air Manila,Fairchild F-27,14.0,10.0,4.0,14.0,10.0,4.0,0.0
1968-03-09 23:17:00,Reunion,French Air Force,Douglas DC6B,20.0,12.0,8.0,19.0,12.0,7.0,0.0
1968-03-24 10:59:00,Ireland,Aer Lingus,Vickers Viscount 803,61.0,57.0,4.0,61.0,57.0,4.0,0.0
1968-03-27 17:57:00,Missouri,Ozark Air Lines / Private,McDonnell Douglas DC-9 and Cessna 150F,51.0,45.0,6.0,2.0,1.0,1.0,0.0
1968-03-27 10:31:00,Russia,Russian Air Force,MiG-15 UTI,2.0,0.0,2.0,2.0,0.0,2.0,0.0
1968-04-08 15:35:00,England,British Overseas Airways,Boeing B-707-465,127.0,116.0,11.0,5.0,4.0,1.0,0.0
1968-04-08 00:00:00,Chile,Ladeco,Douglas DC-3,36.0,33.0,3.0,36.0,33.0,3.0,0.0
1968-04-10 00:00:00,Mexico,Aerovias Rojas,Douglas DC-3,18.0,14.0,4.0,18.0,14.0,4.0,0.0
1968-04-19 10:45:00,South Vietnam,U.S. Army,Bell UH-1H / Bell UH-1H (helicopter),26.0,22.0,4.0,26.0,22.0,4.0,0.0
1968-04-20 20:50:00,South-West  Africa (Namibia),South African Airways,Boeing B-707-344C,128.0,116.0,12.0,123.0,111.0,12.0,0.0
1968-04-30 00:00:00,West Pakistan,Pakistan Air Force,Lockheed Martin L-100-10,22.0,18.0,4.0,22.0,18.0,4.0,0.0
1968-05-03 15:48:00,Texas,Braniff Airlines,Lockheed L188A Electra,85.0,80.0,5.0,85.0,80.0,5.0,0.0
1968-05-12 07:20:00,Vietnam,U.S. Air Force,Lockheed C-130B Hercules,155.0,149.0,6.0,155.0,149.0,6.0,0.0
1968-05-22 16:51:00,California,Los Angeles Airways,Sikorsky S-61L helicopter,23.0,20.0,3.0,23.0,20.0,3.0,0.0
1968-05-28 02:44:00,India,Garuda Indonesia Airlines,Convair CV-990-30A-5,29.0,15.0,14.0,29.0,15.0,14.0,1.0
1968-06-12 00:58:00,India,Pan American World Airways,Boeing B-707-321C,63.0,53.0,10.0,6.0,5.0,1.0,0.0
1968-06-18 16:50:00,Spain,Rinaldo Piaggio,Piaggio PD-808,6.0,5.0,1.0,6.0,5.0,1.0,0.0
1968-06-25 07:30:00,South Vietnam,U.S. Army,Bell UH-1H / Bell UH-1H / Bell UH-1H,29.0,25.0,4.0,29.0,24.0,5.0,0.0
